Tarih,TP_FG_J011,TP_FG_J012,TP_FG_J021,TP_FG_J022,TP_FG_J031,TP_FG_J032,TP_FG_J041,TP_FG_J043,TP_FG_J044,TP_FG_J045,TP_FG_J051,TP_FG_J052,TP_FG_J053,TP_FG_J054,TP_FG_J055,TP_FG_J056,TP_FG_J061,TP_FG_J062,TP_FG_J063,TP_FG_J071,TP_FG_J072,TP_FG_J073,TP_FG_J081,TP_FG_J082,TP_FG_J083,TP_FG_J091,TP_FG_J092,TP_FG_J093,TP_FG_J094,TP_FG_J095,TP_FG_J096,TP_FG_J101,TP_FG_J102,TP_FG_J103,TP_FG_J104,TP_FG_J105,TP_FG_J111,TP_FG_J112,TP_FG_J121,TP_FG_J123,TP_FG_J124,TP_FG_J125,TP_FG_J126,TP_FG_J127
2009-10,169.54,162.88,208.51,234.35,118.82,139.06,256.48,150.87,170.64,191.72,149.97,127.76,120.6,155.45,167.82,145.32,97.92,154.42,157.85,113.7,177.09,194.48,159.68,47.34,124.25,79.1,141.97,178.43,187.52,204.17,198.47,205.9,193.08,161.23,190.83,155.24,210.34,208.7,143.8,252.58,203.46,164.07,208.2,238.99
2009-11,173.52,163.15,207.96,234.35,124.76,143.49,257.43,151.25,170.79,193.88,150.09,127.72,117.03,156.31,167.59,145.37,97.95,154.44,157.88,115.19,181.16,194.42,159.68,46.93,124.38,79.85,141.65,179.82,181.71,205.85,195.61,206.04,193.12,161.32,190.83,156.45,211.35,208.73,143.69,268.46,203.31,163.99,208.2,239.01
2009-12,177.59,163.77,206.1,234.35,121.25,139.58,258.09,151.5,170.91,195.43,148.48,127.52,117.3,156.88,167.8,144.61,96.79,154.52,157.93,113.19,181.86,195.75,159.68,46.72,125.69,79.69,142.64,180.48,179.33,206.97,190.71,206.17,193.12,161.31,190.83,156.17,212.8,208.57,143.22,273.53,202.46,166.07,208.2,239.07
2010-1,180.56,164.31,226.62,287.24,111.21,128.47,259.11,151.69,176.52,199.25,150.37,127.56,118.54,157.12,167.98,144.92,96.11,154.96,158.36,115.11,195.14,198.68,159.68,45.56,125.69,78.36,142.62,179.58,180.44,209.68,188.8,206.19,193.3,161.53,190.83,156.3,215.2,210.46,142.88,269.12,202.43,171.14,217.7,252.24
2010-2,190.24,164.27,227.24,298.32,105.21,122.37,259.84,152.11,176.43,200.51,150.57,127.68,119.37,157.74,168.15,142.74,95.44,155.15,158.45,115.06,196.65,199.93,159.68,46.1,125.69,78.07,142.78,179.88,179.7,206.42,188.94,206.19,194.38,161.12,190.83,155.49,217.95,210.4,143.43,268.63,202.92,173.01,217.7,252.21
2010-3,191.5,164.23,228.1,298.32,105.44,125.05,260.58,152.5,178.19,200.25,150.49,127.45,118.76,158.35,168.34,140.92,95.47,155.23,158.63,115.63,199.24,200.53,207.65,45.85,130.1,78.88,142.76,180.41,182.31,204.88,192.29,206.19,195.58,162.17,190.83,156.0,220.21,211.27,142.97,276.03,203.6,173.98,217.7,254.16
2010-4,191.72,165.16,229.12,298.32,117.18,136.11,261.22,152.75,178.19,200.37,154.4,130.75,118.69,158.6,168.14,139.0,95.61,154.84,172.89,115.92,198.66,200.94,207.65,45.99,123.12,77.26,143.46,181.69,183.5,204.68,193.88,206.18,196.17,161.54,190.83,155.11,222.78,213.48,143.23,274.83,203.75,173.07,217.7,254.16
2010-5,182.72,165.68,228.66,298.32,132.78,141.95,261.8,152.94,180.24,200.98,155.5,131.49,118.04,158.88,168.62,139.02,95.55,154.82,172.91,116.2,197.17,202.03,207.65,46.71,121.09,76.69,143.73,182.25,180.51,205.92,194.25,209.16,197.54,162.38,190.83,155.35,224.87,214.46,143.6,292.98,204.68,173.38,217.7,254.19
2010-6,177.71,166.73,228.15,298.32,133.73,140.64,262.28,153.2,183.3,201.54,156.05,132.72,119.01,159.55,169.63,138.49,95.56,154.82,173.01,115.53,195.23,203.17,207.65,46.35,122.14,76.18,143.8,183.05,180.48,209.16,186.83,213.96,200.99,163.97,190.83,153.62,225.36,214.52,142.37,305.16,205.44,172.95,217.7,233.59
2010-7,176.19,168.24,228.7,298.32,126.87,133.03,263.42,153.34,183.44,202.11,158.89,133.85,119.05,160.55,170.55,138.11,96.13,154.89,173.08,115.86,195.62,205.54,218.24,45.79,122.14,74.67,143.87,183.78,180.77,209.15,193.02,216.68,202.91,166.31,190.83,153.65,226.09,215.6,142.34,293.76,205.6,176.84,217.7,212.98
2010-8,181.67,169.67,229.01,298.32,120.4,128.14,264.5,153.6,183.21,202.24,158.98,134.06,119.06,161.06,170.77,137.6,94.31,155.11,173.14,115.5,194.86,206.18,218.24,45.99,120.78,74.14,143.72,184.43,182.95,210.14,190.42,217.46,203.23,166.57,190.83,153.31,227.24,215.56,142.57,290.7,205.89,176.06,230.6,213.14
2010-9,190.8,170.43,229.04,294.92,116.19,131.11,265.7,154.06,183.12,203.0,158.98,134.56,120.73,161.61,171.87,137.73,94.66,155.14,173.16,114.82,196.27,206.89,218.24,44.98,118.58,73.41,143.93,186.31,188.26,214.03,188.95,218.42,204.81,166.59,198.75,154.34,228.97,216.69,143.27,299.75,210.91,176.39,230.6,213.3
2010-10,199.96,171.23,229.38,291.52,125.01,141.25,266.77,154.5,183.37,203.09,158.0,137.05,119.39,162.31,173.29,138.42,94.94,155.22,173.21,115.23,197.06,207.73,218.24,44.13,118.0,72.39,144.7,186.0,188.03,210.03,183.82,217.77,204.92,166.88,198.75,155.99,231.57,217.64,144.26,304.38,213.68,175.94,230.6,213.34
2010-11,195.91,171.59,266.55,291.52,130.13,145.7,267.78,155.09,184.85,204.46,158.24,139.95,119.78,162.8,174.13,139.76,94.91,155.27,173.35,114.34,200.02,209.44,218.24,45.56,118.0,72.28,144.89,186.25,185.01,206.9,183.6,216.05,205.0,166.93,198.75,155.94,233.76,217.7,145.0,309.12,214.19,176.74,224.89,213.39
2010-12,190.36,171.34,269.26,291.52,127.58,144.0,268.31,155.55,187.91,208.16,157.66,142.28,120.17,163.1,174.31,140.73,94.94,155.3,173.54,112.91,208.75,209.53,218.24,46.47,121.23,72.61,144.87,186.46,189.08,202.8,184.09,215.89,205.21,167.09,198.75,156.26,234.72,216.49,145.79,326.74,214.26,177.16,231.56,213.48
2011-1,193.58,172.28,269.28,291.52,116.96,135.46,269.31,156.24,192.65,208.41,157.43,146.16,123.42,163.45,173.87,141.22,94.84,156.11,174.39,114.6,212.14,211.8,218.24,46.61,122.81,71.92,144.89,185.74,192.61,201.51,182.44,215.85,205.29,167.18,198.75,156.55,236.23,221.33,146.44,330.5,214.67,179.72,238.22,228.2
2011-2,198.74,173.64,269.86,291.52,111.05,128.06,270.23,157.05,188.78,208.45,158.43,147.97,125.68,163.82,174.68,141.78,94.85,156.36,174.65,118.84,213.68,213.16,193.22,46.79,123.38,70.89,145.13,186.24,190.11,204.38,183.36,215.85,205.46,167.82,198.75,156.82,237.3,222.21,148.14,332.54,215.15,180.2,238.22,228.22
2011-3,197.84,174.07,271.55,291.52,111.67,129.92,271.2,157.94,189.53,209.18,159.27,149.74,127.31,164.71,175.54,143.31,95.01,156.52,175.07,119.99,219.71,214.31,193.22,47.54,123.64,70.44,145.36,189.22,190.53,207.61,184.77,215.85,206.09,168.94,198.75,157.53,238.26,223.92,148.81,342.25,215.74,180.12,258.34,229.32
2011-4,196.83,174.09,271.39,291.52,124.44,141.91,271.97,158.71,190.1,210.19,164.7,155.87,127.58,164.98,177.19,144.93,95.18,156.65,175.1,121.66,222.12,215.2,218.24,47.23,121.19,69.33,147.75,190.59,192.04,207.87,189.46,216.73,207.05,169.41,198.75,157.58,239.4,225.61,149.45,342.6,216.3,180.45,258.34,229.34
2011-5,206.72,174.79,270.85,291.52,141.86,147.96,272.9,159.52,190.91,211.72,165.58,157.33,126.41,165.15,178.04,146.34,95.38,156.74,175.19,121.96,224.47,216.38,218.24,47.1,120.59,68.64,149.17,191.84,191.94,215.91,196.41,222.03,210.53,171.15,198.75,158.05,241.21,228.79,150.17,355.85,216.92,183.63,258.34,229.39
2011-6,192.48,175.88,270.97,291.52,143.16,147.46,273.89,159.98,192.91,211.48,167.05,158.33,126.31,165.44,178.55,147.72,95.37,156.83,175.31,122.75,223.41,218.8,218.24,47.32,121.49,68.48,150.12,192.35,191.36,213.8,226.94,228.25,214.3,174.14,198.75,158.18,242.34,230.38,150.68,365.97,217.42,184.4,273.64,229.35
2011-7,189.91,177.56,271.4,291.52,136.14,140.66,275.05,160.56,192.17,211.2,168.77,158.2,124.6,165.63,179.23,149.6,93.42,156.93,175.37,122.77,226.74,220.49,218.24,46.65,121.92,68.58,150.02,192.66,191.39,208.92,255.02,231.92,216.8,175.38,198.75,157.57,243.72,232.84,151.27,380.33,217.62,187.25,273.64,229.37
2011-8,192.64,178.54,271.8,291.52,129.68,136.49,275.93,161.35,192.14,213.07,171.19,158.12,125.25,165.8,180.14,151.18,93.4,157.12,175.49,125.79,231.72,221.8,218.24,46.2,121.92,69.46,150.63,193.61,191.79,212.54,254.3,231.22,217.57,176.92,198.75,158.45,245.19,235.52,152.1,430.84,218.68,189.67,273.64,229.4
2011-9,194.55,180.29,277.48,291.52,123.99,137.52,277.59,162.49,193.04,214.52,171.87,158.42,127.26,166.94,181.97,152.97,93.45,157.14,175.51,129.67,234.02,225.51,218.24,47.08,121.92,69.23,152.49,197.3,195.01,213.74,249.52,229.6,218.38,178.9,210.01,163.57,247.94,237.48,153.51,458.33,226.87,189.93,273.64,230.46
2011-10,202.83,182.48,301.47,333.58,133.72,149.17,279.03,163.65,194.04,230.36,176.4,161.89,128.01,168.72,185.74,154.96,93.48,157.19,175.55,130.95,233.87,228.03,218.24,49.93,121.92,70.25,155.02,201.28,196.13,219.09,244.03,229.77,218.38,179.84,210.01,165.03,250.45,239.31,154.71,440.28,228.64,191.96,281.75,230.45
2011-11,209.76,184.92,314.45,345.76,141.77,155.41,280.21,164.51,197.02,231.44,178.57,162.94,128.63,170.04,188.34,158.13,93.7,157.55,175.87,130.49,230.53,229.25,262.27,54.28,121.92,70.23,156.13,205.19,194.62,217.51,247.53,230.29,218.36,179.87,210.01,165.48,252.3,237.43,157.92,447.83,229.38,194.1,307.01,230.53
2011-12,214.03,186.96,313.9,345.76,138.06,154.36,280.96,165.67,198.6,232.81,178.92,163.44,128.66,171.12,190.35,158.87,93.55,157.48,175.8,130.35,231.75,229.4,262.27,54.1,122.45,69.97,157.54,207.91,196.34,224.8,242.74,229.88,218.37,179.55,210.01,165.31,253.75,236.79,159.17,446.38,229.65,195.14,307.01,230.73
2012-1,216.51,188.29,315.14,345.76,127.07,142.61,281.93,166.65,206.08,236.1,184.2,164.47,130.17,172.5,192.53,160.58,93.12,158.13,176.42,132.71,237.61,233.4,262.27,54.04,122.45,69.02,158.6,211.0,204.59,225.04,242.27,229.02,218.26,179.95,210.11,165.27,255.52,239.92,161.08,440.66,230.07,199.24,307.01,258.82
2012-2,221.34,188.57,315.13,345.76,121.74,137.35,282.91,168.37,206.66,237.97,184.91,164.38,132.38,173.0,194.31,163.4,94.43,158.54,176.78,132.4,239.97,233.95,262.27,53.02,122.45,68.22,160.7,211.79,205.64,223.96,240.66,229.01,218.8,179.95,210.11,166.03,256.86,239.35,162.26,439.24,231.27,201.7,307.01,258.81
2012-3,220.36,190.68,315.05,345.76,122.4,141.06,283.46,169.56,207.2,240.55,184.26,163.89,134.24,173.83,196.52,167.19,95.03,158.71,177.23,131.8,248.31,234.27,262.27,51.04,122.52,68.51,162.66,215.41,206.23,222.37,240.75,229.0,219.27,180.62,210.11,166.73,258.88,240.65,164.56,435.88,231.65,200.39,307.01,260.23
2012-4,219.95,191.97,317.61,345.76,139.15,157.62,284.55,171.37,208.1,255.7,187.64,164.38,133.78,174.31,198.04,169.06,96.19,158.89,177.56,132.34,247.6,236.4,262.27,50.65,122.58,68.68,164.29,217.56,207.08,225.01,242.4,230.51,221.03,181.36,210.11,168.07,261.83,244.84,166.04,431.86,231.93,201.93,307.01,260.28
2012-5,214.22,192.56,324.9,345.76,153.43,163.14,285.5,172.57,209.2,254.64,187.56,164.36,130.67,174.81,198.91,169.66,96.31,159.05,177.67,132.32,236.92,239.1,248.81,49.61,122.58,67.38,166.39,219.01,207.38,230.42,247.77,236.82,223.95,182.93,210.11,167.21,264.54,244.03,167.76,425.3,232.22,202.1,307.01,260.42
2012-6,206.24,193.25,324.74,345.76,151.74,163.31,287.05,173.36,213.91,252.59,187.8,165.39,131.17,175.66,199.63,171.27,96.33,159.35,178.03,132.39,228.25,238.47,248.81,50.04,125.07,67.27,167.16,221.89,208.6,232.49,256.69,241.86,229.33,187.76,210.11,167.56,265.86,244.98,169.36,430.35,232.65,203.95,307.01,260.59
2012-7,207.0,193.85,324.75,345.76,145.23,155.66,288.48,173.86,204.35,251.63,183.97,164.49,131.53,176.07,199.97,171.78,96.34,159.41,178.03,132.32,228.09,242.4,262.27,51.62,125.47,65.51,167.56,222.61,208.69,231.25,260.08,247.04,232.54,189.32,210.11,168.34,267.33,246.08,170.95,426.68,234.0,210.94,332.94,260.71
2012-8,210.2,194.67,324.65,345.76,138.92,147.19,290.21,174.52,204.32,254.14,186.68,164.54,131.61,176.25,199.97,173.47,95.54,159.52,178.11,132.23,238.2,242.81,262.27,50.47,125.57,65.7,169.12,223.88,209.56,234.77,260.91,248.79,236.95,191.94,210.11,168.86,269.1,246.51,171.77,428.91,236.24,216.24,332.94,260.8
2012-9,215.02,195.31,340.29,345.76,133.66,148.98,291.6,175.04,204.26,257.69,186.97,164.69,130.75,177.1,200.77,175.4,95.57,159.66,178.15,131.31,248.47,246.12,262.27,52.08,127.3,65.52,174.72,227.33,213.52,232.59,254.34,253.07,238.65,193.91,186.8,170.53,273.01,250.75,173.05,457.16,242.86,231.52,332.94,260.99
2012-10,218.76,196.82,366.22,345.76,142.77,159.12,293.54,175.76,205.34,274.2,188.82,165.17,130.71,178.04,202.38,176.27,95.6,159.72,178.22,131.36,260.55,248.24,262.27,51.47,129.29,64.49,178.88,228.76,217.52,232.78,247.02,254.59,239.11,194.01,186.94,171.3,274.84,252.42,174.03,463.3,245.55,239.8,332.94,261.09
2012-11,218.29,198.92,366.82,345.76,152.47,166.53,295.21,176.41,207.41,275.46,190.13,165.29,130.75,178.56,203.93,175.97,95.39,159.83,178.3,130.25,256.16,248.13,262.27,50.42,129.7,63.84,180.63,230.01,214.57,237.82,243.46,254.68,239.13,194.16,186.94,171.99,276.9,251.99,174.82,456.2,247.2,254.86,332.94,261.2
2012-12,221.92,199.37,367.21,345.76,149.51,166.42,296.29,177.1,207.98,275.82,190.37,165.45,130.82,179.29,204.07,176.74,95.39,159.89,178.48,129.92,255.03,248.11,262.27,51.71,131.13,63.76,181.56,231.07,216.34,233.27,243.14,254.74,239.15,194.18,186.94,172.13,278.04,252.45,175.85,450.71,247.48,260.6,332.94,261.24
2013-1,231.4,200.48,374.94,398.1,138.63,156.63,297.54,177.94,216.98,275.68,194.07,166.16,132.67,179.48,203.4,177.51,95.5,161.36,178.43,130.62,255.57,250.25,296.32,50.97,131.29,62.95,182.88,231.86,218.73,236.64,242.71,254.64,239.62,194.83,186.94,172.25,280.44,256.91,176.82,443.45,248.16,268.25,332.94,292.3
2013-2,233.57,200.96,375.72,401.55,130.09,145.67,298.62,179.53,218.74,275.36,197.47,166.08,134.11,180.65,204.46,178.53,95.46,162.52,179.59,133.56,259.47,251.58,296.32,50.82,131.6,62.61,183.65,232.66,217.14,232.95,242.06,254.73,240.7,196.32,186.94,173.16,281.86,257.93,177.44,436.44,249.37,270.89,332.94,292.61
2013-3,238.59,202.03,375.48,401.55,130.55,149.24,299.99,180.99,219.67,275.1,197.6,166.29,134.24,181.6,205.1,178.47,95.44,163.88,180.42,133.85,257.51,252.77,296.32,50.81,131.63,62.62,184.64,233.32,218.8,234.26,241.68,253.28,242.26,197.61,186.94,173.34,283.7,258.58,178.46,434.37,250.56,274.69,332.94,293.73
2013-4,235.25,202.05,375.14,401.55,148.12,164.96,301.5,181.51,220.62,274.63,199.71,167.15,134.51,182.61,206.07,178.31,95.4,164.95,180.6,134.0,251.29,253.95,296.32,50.21,132.03,61.63,185.24,235.9,219.76,241.18,246.94,255.21,243.95,199.74,186.94,173.0,286.03,259.89,179.21,415.33,250.55,275.35,332.94,293.77
2013-5,229.64,203.13,375.36,401.55,162.69,174.38,302.87,182.05,221.05,273.24,198.57,167.63,132.6,182.92,206.8,180.06,95.4,165.28,181.08,134.7,249.06,256.02,296.32,49.32,132.89,61.26,185.0,237.58,221.46,239.31,254.59,260.01,251.31,203.47,186.94,174.06,288.23,261.31,180.23,404.1,251.15,273.78,332.94,293.72
2013-6,234.09,203.82,374.88,401.55,159.35,173.16,304.75,182.56,222.08,273.24,199.09,167.9,132.54,183.94,207.0,180.63,95.25,165.74,181.9,134.85,258.49,258.68,296.32,48.17,133.32,60.91,184.47,240.46,221.97,244.23,270.95,266.99,257.05,208.03,186.94,175.72,290.07,262.53,180.98,401.43,252.04,270.38,332.94,293.76
2013-7,234.64,203.95,380.27,400.82,151.72,165.61,306.3,183.58,223.1,274.27,201.2,167.88,131.41,184.53,208.36,180.55,96.04,166.17,182.15,138.11,266.83,260.43,296.32,48.19,134.7,61.1,184.25,241.18,222.31,242.4,275.17,270.55,259.91,208.84,186.94,176.28,292.07,261.46,181.0,394.52,254.13,275.3,332.94,293.84
2013-8,232.65,204.46,381.23,400.82,146.12,160.04,308.02,184.51,223.84,274.68,201.59,168.04,131.19,185.33,207.81,180.12,96.6,166.68,182.34,139.2,268.81,261.74,296.32,47.84,134.7,60.54,184.42,243.21,223.57,238.64,287.08,272.79,264.42,212.1,186.94,179.3,294.42,262.41,181.15,413.76,254.8,278.83,332.94,293.93
2013-9,234.37,205.92,382.15,400.82,140.89,163.12,309.94,185.98,223.87,277.17,202.54,169.87,133.29,186.13,210.1,180.69,96.82,166.8,182.84,142.3,274.24,265.49,296.32,47.07,135.05,61.51,187.4,245.75,228.43,236.9,276.49,280.98,267.95,213.81,199.18,184.03,298.35,269.91,181.61,426.21,263.88,275.01,332.94,294.18
2013-10,244.15,207.06,386.49,397.4,155.66,174.13,311.75,187.21,224.82,277.51,208.14,174.04,135.03,187.69,211.24,181.61,97.18,166.88,183.45,144.18,270.85,267.28,266.75,46.7,135.18,61.86,188.01,248.52,229.12,248.85,265.33,282.73,268.12,213.9,199.18,184.67,301.33,270.97,182.03,416.48,265.15,275.87,332.94,294.33
2013-11,240.52,208.29,386.39,394.68,161.03,178.82,313.86,188.19,226.74,277.87,208.98,174.7,135.5,189.46,212.06,182.97,97.23,167.77,190.08,143.45,272.48,266.66,296.32,44.53,135.18,62.68,188.25,251.3,229.03,259.86,254.29,282.71,268.36,213.52,199.18,184.97,303.68,269.25,183.42,412.94,266.02,275.18,332.94,294.36
2013-12,244.14,210.01,386.2,383.48,156.01,177.29,315.56,188.49,227.13,282.04,208.75,175.7,135.36,190.72,213.18,183.94,97.28,168.49,197.76,143.25,282.75,265.98,281.14,43.92,135.18,63.49,189.18,256.52,232.45,250.64,252.72,282.71,268.23,213.66,199.18,185.05,306.42,269.1,184.58,407.0,266.88,273.51,332.94,294.51
2014-1,257.57,211.27,416.54,411.95,144.03,164.32,317.12,190.59,228.87,282.76,212.85,177.01,138.58,191.74,213.74,185.62,97.44,171.88,207.4,151.68,287.34,266.04,296.33,42.91,134.62,63.47,189.94,258.37,234.57,257.56,261.45,282.7,268.58,214.04,199.18,185.02,311.3,276.64,186.2,429.36,267.42,271.63,332.94,311.52
2014-2,257.79,212.79,418.08,411.95,136.96,155.23,318.48,194.51,231.45,282.46,215.2,179.62,140.92,194.08,217.01,187.88,97.8,173.34,210.07,161.1,287.97,268.25,281.14,43.31,134.77,64.62,193.1,264.27,233.76,256.22,261.77,282.93,269.51,215.58,199.18,184.79,316.14,277.53,188.06,441.11,268.27,270.36,332.94,312.0
2014-3,263.46,214.18,416.81,411.95,139.27,163.05,319.67,197.0,232.24,282.0,215.27,181.2,143.05,196.37,218.8,190.38,97.8,175.6,212.4,166.94,285.0,269.29,296.33,43.88,134.98,65.1,196.94,272.31,235.12,253.3,264.6,282.63,270.11,217.35,199.18,185.22,320.36,281.13,189.72,452.72,268.84,277.29,332.94,313.64
2014-4,267.36,215.42,418.41,411.95,158.45,181.01,321.13,198.18,233.79,281.57,222.34,186.04,143.37,198.45,219.97,191.54,98.27,176.37,219.35,167.83,278.82,270.7,296.33,44.38,135.01,64.02,198.15,277.96,238.56,256.55,258.96,288.32,271.8,218.38,199.18,185.49,323.11,280.87,191.74,436.58,269.89,278.07,332.94,313.84
2014-5,263.4,216.55,417.0,411.39,175.48,188.74,323.04,199.89,238.27,280.28,222.16,186.74,141.3,200.56,221.33,192.39,99.74,177.33,222.26,166.66,275.55,272.7,303.75,43.85,135.01,62.94,197.73,280.31,237.63,263.64,263.58,292.18,274.93,220.53,199.18,186.87,326.92,282.31,194.07,432.81,271.02,273.48,332.94,313.87
2014-6,264.17,219.26,416.71,411.16,172.76,188.26,325.48,200.86,239.08,279.51,223.76,187.64,141.4,202.1,221.93,193.26,102.06,177.94,223.04,164.96,278.96,276.51,303.75,44.22,135.01,61.03,198.4,283.07,238.0,267.41,280.72,298.28,281.77,225.23,199.18,188.11,330.23,282.92,196.17,434.5,271.85,272.12,332.94,314.0
2014-7,264.79,221.82,425.72,419.31,166.92,182.74,327.65,201.75,243.07,279.85,222.26,188.02,142.93,203.77,223.73,193.93,102.35,178.18,224.89,164.87,281.88,279.75,320.18,43.71,138.03,61.73,198.84,285.06,238.87,272.99,323.07,300.52,283.95,227.13,199.18,188.25,333.92,284.16,197.23,442.16,272.87,267.54,332.94,314.13
2014-8,267.08,224.44,435.12,416.63,158.47,174.64,329.92,202.54,244.81,279.44,221.04,188.26,144.29,205.42,224.18,195.32,102.5,178.44,225.44,164.79,279.5,282.72,320.18,43.36,138.36,60.96,199.69,286.33,240.26,276.0,333.97,302.55,286.05,228.99,200.4,190.13,339.64,287.25,198.97,445.54,275.41,263.62,332.94,314.11
2014-9,267.82,226.02,435.04,411.65,152.7,177.23,332.79,203.36,245.19,280.37,221.34,188.79,145.0,206.88,225.9,196.46,102.64,179.35,226.98,164.83,276.78,287.71,320.18,43.13,138.36,60.6,203.99,291.79,244.8,275.22,324.06,305.96,289.03,230.53,215.35,191.07,344.04,288.69,200.93,446.14,284.95,260.59,332.94,314.31
2014-10,275.22,228.54,434.9,411.65,168.61,192.3,335.33,204.35,248.81,296.71,222.37,185.75,145.08,208.94,227.52,197.17,102.75,180.27,232.38,164.74,273.73,290.44,320.18,42.14,138.55,60.62,207.6,294.8,248.4,276.12,311.9,307.21,290.52,231.1,215.35,194.89,347.19,289.83,202.51,452.03,286.07,260.9,332.94,314.36
2014-11,275.79,230.26,435.12,411.65,176.06,198.25,336.95,205.25,251.87,295.52,224.21,185.74,146.84,210.35,229.04,199.02,102.67,180.66,234.25,163.84,264.88,286.65,320.18,41.55,138.55,60.55,210.0,296.68,248.7,275.7,283.04,307.63,291.81,232.07,215.35,195.5,350.0,287.3,203.88,440.5,287.1,260.88,332.94,314.43
2014-12,275.74,230.8,434.26,411.65,168.65,194.09,338.72,205.99,251.27,295.19,224.92,185.26,146.61,211.69,230.52,199.11,102.68,180.95,234.88,162.89,253.79,286.62,320.18,41.04,138.55,60.54,211.71,299.22,246.07,281.56,278.88,307.84,291.99,232.17,215.35,194.89,352.53,283.58,204.88,451.46,287.81,261.27,332.94,314.52
2015-1,286.11,231.65,466.86,427.89,156.76,180.94,340.63,207.38,268.81,294.24,230.75,188.47,151.22,212.23,230.93,200.83,102.92,184.35,241.38,166.79,243.92,286.42,320.18,40.43,140.33,62.37,212.42,300.94,254.85,283.03,270.64,307.8,291.97,232.19,215.35,195.32,355.81,285.51,206.51,466.31,289.47,265.81,335.53,343.47
2015-2,293.83,234.19,468.68,425.72,146.69,168.15,342.26,208.96,271.88,294.58,230.53,188.76,151.79,213.83,232.02,201.56,103.86,185.39,244.66,170.74,249.45,287.34,320.18,40.41,141.85,61.91,214.62,302.07,256.02,287.39,278.33,307.71,291.61,231.68,215.35,195.33,359.73,287.53,206.5,478.23,290.69,268.07,338.27,343.55
2015-3,301.47,235.84,468.26,425.72,147.25,173.61,343.69,210.83,273.34,297.45,232.43,190.61,151.39,216.13,233.49,203.23,104.84,186.61,249.56,171.23,255.39,286.9,320.18,40.62,141.69,62.79,215.78,304.67,256.05,290.06,289.87,309.01,291.89,231.75,215.35,195.7,364.54,293.64,207.27,483.2,290.81,268.45,338.27,345.3
2015-4,306.65,236.96,469.34,425.72,166.14,192.09,345.63,212.54,275.45,297.64,235.28,194.73,154.13,218.88,233.24,205.09,105.05,187.38,249.89,171.46,257.33,287.91,320.18,40.01,141.54,62.93,217.46,304.57,258.09,292.61,305.81,314.22,295.47,231.82,215.35,196.25,369.37,295.97,209.09,497.31,292.23,275.2,338.27,345.73
2015-5,297.52,240.39,469.73,425.72,185.07,203.19,347.76,214.09,278.51,297.72,237.36,195.72,155.66,221.6,236.44,205.99,105.04,187.91,251.28,173.65,264.36,291.14,320.18,39.49,141.54,63.74,218.24,309.04,258.88,296.79,310.36,317.06,297.49,231.82,215.35,196.21,374.18,297.02,209.78,498.6,293.23,284.44,338.27,346.11
2015-6,288.49,241.71,469.27,425.72,182.3,201.7,349.78,215.26,280.02,297.53,235.79,196.71,154.77,224.18,238.15,207.07,106.24,188.42,251.72,174.15,262.4,292.8,288.16,39.64,141.54,62.73,218.76,310.29,262.08,297.45,369.87,321.41,299.58,231.82,215.35,197.16,378.28,299.99,211.6,505.45,293.88,284.33,338.27,346.28
2015-7,289.15,243.84,484.45,429.98,173.05,192.38,352.5,216.64,279.91,297.68,242.1,199.01,157.69,225.47,239.26,207.96,106.38,189.27,252.36,176.27,261.3,293.92,320.18,39.36,141.65,61.68,220.73,308.77,262.74,298.29,374.87,323.52,300.72,231.82,217.32,198.24,383.64,298.53,213.0,493.51,294.6,303.2,338.27,346.44
2015-8,292.84,247.9,488.26,431.36,165.29,185.14,355.12,217.69,280.81,297.74,242.92,199.78,158.04,227.74,240.56,207.4,106.82,189.8,253.75,176.9,256.74,295.1,355.48,40.15,142.81,62.95,222.16,312.07,268.75,299.97,387.48,327.61,302.29,231.82,227.16,201.53,391.31,306.05,214.04,509.09,297.36,319.28,338.27,346.56
2015-9,296.37,252.14,488.65,432.97,158.76,187.29,358.09,219.86,282.02,298.72,243.4,201.04,163.56,230.91,242.94,207.52,109.46,190.57,254.91,183.8,258.81,296.92,355.48,40.76,143.69,63.65,225.75,313.82,270.48,308.39,390.66,333.26,303.29,231.83,228.22,203.3,394.94,310.06,215.42,534.36,311.74,338.82,338.27,346.91
2015-10,298.65,253.61,488.16,432.97,177.93,204.95,360.65,221.89,283.98,301.42,247.73,204.81,166.45,233.25,245.44,208.37,109.56,191.41,257.29,187.45,260.93,300.78,319.93,40.49,144.24,64.71,230.03,320.58,271.95,314.97,372.95,336.6,306.48,234.21,229.52,206.69,398.82,304.12,217.01,540.11,316.11,364.88,338.27,347.43
2015-11,301.8,254.54,488.41,432.97,188.12,213.59,363.26,223.21,285.83,302.43,250.21,206.76,166.84,234.86,248.31,209.37,109.62,191.68,259.76,186.92,257.41,298.5,355.48,40.92,144.59,65.01,231.18,319.07,273.91,316.46,351.69,337.1,306.66,234.84,229.52,207.75,401.02,299.49,218.58,517.21,316.2,388.38,338.27,347.63
2015-12,305.74,255.53,488.72,432.97,183.31,213.34,364.9,224.72,288.43,302.92,249.68,207.5,168.33,236.32,251.59,211.73,109.56,192.21,260.07,185.87,254.74,298.58,355.48,40.18,144.59,64.8,232.12,319.08,272.49,317.03,352.3,337.44,306.67,234.84,229.52,207.78,402.68,298.25,219.76,517.05,316.41,400.97,338.27,347.68
