Tarih,TP_FG_J011,TP_FG_J012,TP_FG_J021,TP_FG_J022,TP_FG_J031,TP_FG_J032,TP_FG_J041,TP_FG_J043,TP_FG_J044,TP_FG_J045,TP_FG_J051,TP_FG_J052,TP_FG_J053,TP_FG_J054,TP_FG_J055,TP_FG_J056,TP_FG_J061,TP_FG_J062,TP_FG_J063,TP_FG_J071,TP_FG_J072,TP_FG_J073,TP_FG_J081,TP_FG_J082,TP_FG_J083,TP_FG_J091,TP_FG_J092,TP_FG_J093,TP_FG_J094,TP_FG_J095,TP_FG_J096,TP_FG_J101,TP_FG_J102,TP_FG_J103,TP_FG_J104,TP_FG_J105,TP_FG_J111,TP_FG_J112,TP_FG_J121,TP_FG_J123,TP_FG_J124,TP_FG_J125,TP_FG_J126,TP_FG_J127
2016-1,319.69,257.54,541.07,474.17,170.6,200.65,367.72,226.47,293.32,311.04,258.56,209.54,170.7,237.02,252.18,213.47,109.97,198.74,268.66,188.76,252.83,299.77,355.48,40.32,144.59,66.49,233.21,322.3,278.45,321.24,360.85,337.43,306.72,,229.52,208.96,406.6,304.03,221.99,533.53,318.04,423.08,361.58,376.68
2016-2,319.31,260.1,546.36,478.9,160.4,187.11,369.7,228.15,296.39,310.65,260.21,209.59,171.46,237.82,254.25,214.62,113.23,201.02,273.1,194.28,249.61,302.59,355.48,39.14,144.59,66.85,235.43,320.2,278.55,328.48,346.61,338.08,308.87,,229.52,207.07,410.31,303.23,222.99,554.44,319.38,438.77,386.86,376.82
2016-3,313.71,263.76,546.57,478.9,159.72,192.48,371.46,229.56,296.72,310.11,262.26,209.61,173.09,239.93,253.31,215.06,116.73,201.85,273.38,194.79,254.05,302.97,355.48,38.86,144.59,66.42,237.13,324.23,280.11,329.4,336.63,340.95,312.28,,229.52,205.83,413.29,303.37,223.91,565.61,320.78,449.65,386.86,378.18
2016-4,308.42,266.71,551.15,478.9,180.76,213.21,374.64,231.54,297.71,309.75,264.71,211.78,174.38,242.08,255.81,215.22,117.47,202.53,274.21,194.82,256.27,306.09,355.48,39.32,144.79,66.1,238.87,327.41,285.6,337.36,332.76,345.66,317.49,,229.52,205.8,415.36,303.54,225.13,558.73,320.94,464.23,386.86,378.26
2016-5,302.8,268.18,548.74,478.9,197.63,221.48,377.52,233.28,298.97,309.65,263.69,212.39,172.64,243.38,257.61,215.59,117.74,202.89,275.57,195.09,262.95,306.85,355.48,39.22,146.41,65.47,240.09,327.42,284.17,333.37,369.59,350.26,323.84,,229.52,207.28,417.84,302.88,225.62,579.21,320.09,467.61,386.86,378.36
2016-6,306.54,269.01,548.59,478.9,195.03,218.44,380.66,234.72,301.67,309.58,265.11,213.27,172.69,245.57,258.76,216.87,120.0,203.26,275.92,197.42,264.19,307.85,411.61,38.42,147.28,65.02,240.67,324.16,280.86,338.29,374.82,355.15,330.72,,229.52,206.31,421.08,297.31,226.96,579.59,323.07,462.42,386.86,378.44
2016-7,316.84,270.65,563.86,514.22,187.33,207.99,383.45,235.55,302.37,309.73,267.9,213.14,170.07,247.38,259.75,218.53,123.22,203.76,276.3,197.36,262.23,312.27,411.61,38.63,149.5,65.66,241.21,322.1,282.85,336.87,392.26,357.88,333.46,,229.52,207.89,426.59,298.63,228.12,603.58,325.28,469.28,401.51,378.51
2016-8,310.23,271.02,567.26,532.95,177.92,200.65,386.79,236.76,305.36,309.59,268.1,212.97,170.89,248.46,260.6,219.3,123.32,204.69,278.38,199.71,260.16,313.2,411.61,38.93,149.5,65.36,241.61,329.61,285.9,340.0,387.68,361.38,335.33,,245.56,211.57,430.16,300.74,228.88,610.13,329.43,467.48,401.51,378.54
2016-9,307.86,271.19,567.95,532.95,170.08,199.89,390.14,237.76,305.55,310.16,267.79,213.26,170.81,249.59,260.63,220.56,123.5,204.74,280.88,200.23,272.97,321.63,411.61,39.21,149.77,64.96,246.42,329.46,289.29,343.89,368.11,377.93,336.79,,247.27,213.89,433.19,301.76,229.67,608.31,343.68,465.64,401.51,378.88
2016-10,313.71,271.48,567.51,532.95,188.98,216.37,393.52,238.7,305.77,305.77,268.75,214.43,172.63,251.26,259.43,221.64,123.55,205.14,281.95,202.96,283.05,323.16,411.61,39.02,149.77,64.47,251.65,327.5,289.07,345.62,347.81,378.82,338.04,,247.69,215.29,435.94,305.58,231.05,609.24,346.68,467.08,401.51,379.06
2016-11,311.61,272.95,568.14,532.95,196.95,222.46,395.93,240.28,308.18,309.32,267.63,216.21,171.41,252.57,264.32,222.07,123.47,205.32,282.49,206.1,284.85,320.03,411.61,39.19,150.78,65.12,254.13,326.18,292.41,345.57,363.67,378.84,338.04,,247.69,216.91,438.6,303.71,233.28,627.06,347.4,464.04,416.73,379.22
2016-12,322.36,276.86,608.49,572.08,191.27,219.29,398.85,245.33,309.75,312.35,269.29,220.24,175.53,255.42,266.82,223.85,125.16,205.88,283.67,209.43,296.31,318.39,411.61,38.78,150.78,66.17,257.23,326.43,295.45,346.26,378.45,379.1,337.7,,247.69,217.11,440.92,302.82,236.16,623.98,348.47,466.28,437.19,379.32
2017-1,344.22,280.27,610.03,586.43,177.38,206.09,402.21,251.2,323.34,317.1,273.99,226.05,177.66,259.68,271.61,228.56,126.41,220.23,297.98,213.34,311.14,325.2,411.61,39.03,150.78,69.61,260.71,327.5,298.1,353.6,385.58,379.39,338.16,,247.69,216.89,445.69,305.08,240.28,675.23,350.54,472.08,454.99,401.03
2017-2,346.94,284.63,612.47,586.43,171.6,198.53,404.44,258.53,328.55,320.49,262.26,230.79,177.61,265.34,276.14,232.84,131.96,223.09,299.95,223.43,318.09,328.99,411.61,39.8,151.31,72.11,270.98,333.44,299.37,361.22,363.43,379.7,337.77,,247.69,217.29,450.33,303.6,244.99,683.35,351.96,474.91,469.02,401.24
2017-3,353.91,287.11,612.32,586.43,174.84,203.17,406.37,262.75,330.61,320.39,263.96,232.59,179.51,269.18,275.86,236.34,137.22,224.79,303.38,232.01,311.4,330.85,411.61,39.83,151.31,71.9,284.33,337.37,302.01,367.64,388.21,385.36,343.48,,247.69,217.68,453.59,305.19,247.49,684.33,355.0,472.51,469.02,402.91
2017-4,358.03,293.12,613.26,586.43,191.32,219.64,408.55,265.55,332.45,318.93,266.06,234.77,180.49,273.81,280.05,239.43,137.99,225.8,304.11,236.01,309.34,337.93,411.61,39.9,151.21,71.78,293.38,339.61,302.91,370.93,399.52,389.34,348.25,,247.69,217.46,458.22,306.8,250.93,701.29,354.81,442.45,469.02,403.17
2017-5,355.38,298.94,613.39,586.43,203.81,228.41,411.66,267.67,334.84,318.42,268.31,236.49,180.13,276.89,276.91,244.07,138.38,226.4,304.21,235.32,303.75,339.41,411.61,39.44,152.54,71.52,295.83,342.23,304.81,373.23,457.98,394.65,353.77,,247.69,218.05,462.57,307.99,252.36,681.37,355.45,413.05,469.02,403.21
2017-6,351.16,300.81,614.04,586.43,201.02,226.61,414.2,269.55,335.75,318.2,268.87,238.0,181.28,278.52,279.99,245.38,138.32,226.83,305.84,231.73,300.03,342.14,308.71,38.52,152.61,71.41,298.64,342.02,294.8,380.57,471.83,398.22,360.59,,247.69,222.3,468.06,307.55,254.57,683.21,358.8,409.71,471.68,403.26
2017-7,348.07,305.08,651.02,586.43,193.5,220.53,417.84,271.87,337.06,318.03,270.1,240.38,182.77,280.42,282.86,246.44,138.33,228.2,306.47,234.39,302.11,348.34,576.25,38.74,152.61,71.97,300.43,340.51,295.7,383.5,499.09,404.17,366.05,,247.69,225.26,476.25,312.92,257.02,677.38,360.73,407.73,483.49,403.41
2017-8,346.91,308.53,655.32,586.43,187.28,214.64,421.01,274.5,337.77,320.57,279.26,243.01,184.58,282.89,280.53,248.16,138.55,228.6,307.06,239.66,311.07,349.42,576.25,39.16,152.4,71.56,304.19,341.19,298.4,386.37,502.04,407.36,369.4,,266.76,226.85,480.6,318.88,257.71,688.25,363.9,408.89,517.3,403.44
2017-9,345.84,310.98,656.15,586.43,188.96,215.69,425.59,277.24,338.9,322.37,279.17,244.66,186.13,284.35,285.41,249.21,139.03,229.1,310.7,241.58,317.26,356.49,576.25,38.58,153.38,72.04,310.2,345.16,303.49,393.5,476.0,423.48,371.59,,271.29,230.85,484.03,329.42,260.67,701.56,378.79,407.65,517.3,403.56
2017-10,352.82,315.4,656.16,586.43,211.22,238.41,429.14,281.23,340.22,325.93,296.21,246.85,190.91,287.48,291.55,249.92,139.06,230.43,313.64,250.09,326.0,360.3,576.25,38.57,153.38,71.77,316.7,346.94,304.85,396.79,420.1,424.32,372.54,,271.29,235.59,487.82,329.85,261.58,716.99,380.27,409.51,517.3,403.59
2017-11,360.87,315.19,657.37,586.43,219.66,245.52,432.79,287.89,343.81,330.29,298.02,248.33,194.32,290.53,297.54,251.01,139.17,231.23,313.85,256.56,337.33,355.73,576.25,38.89,153.56,72.87,318.68,351.75,304.97,400.09,405.32,424.39,372.78,,271.29,236.78,490.43,329.5,262.77,750.66,380.56,413.27,517.3,403.87
2017-12,366.83,314.72,656.8,586.43,213.91,241.67,435.6,294.38,344.48,332.47,297.93,249.64,201.71,292.66,300.79,251.79,138.75,232.32,315.49,265.56,339.64,358.07,576.25,38.52,153.56,72.77,320.0,354.38,306.75,402.4,397.33,424.44,372.77,,271.29,237.3,493.28,328.49,266.01,739.11,380.87,412.22,517.3,403.99
2018-1,373.07,318.65,694.48,586.43,200.5,229.19,439.17,302.07,349.16,346.06,312.3,253.17,204.24,296.17,302.8,255.2,139.4,239.13,329.26,268.55,345.99,360.13,748.38,38.6,151.55,72.79,321.54,357.25,314.59,409.83,399.67,424.81,373.97,,271.29,239.57,498.83,329.19,269.28,755.22,383.96,443.35,530.76,453.98
2018-2,381.34,326.99,697.53,586.43,192.08,220.7,441.59,308.66,351.22,345.9,318.27,255.31,205.52,301.27,304.02,257.69,146.24,241.9,337.92,273.28,341.87,361.69,748.38,38.4,152.18,73.14,323.75,355.85,316.68,414.81,442.85,424.78,375.41,,271.29,241.49,503.77,331.49,272.17,760.58,387.18,445.73,553.14,454.48
2018-3,389.24,331.76,697.76,586.43,194.18,222.69,444.25,311.93,353.77,345.77,318.91,256.66,207.79,306.75,307.49,260.23,153.76,242.92,339.46,277.24,343.11,362.3,748.38,38.34,152.42,72.97,328.25,360.04,317.8,417.75,449.14,431.86,380.45,,271.29,242.58,507.06,338.15,272.35,773.02,389.72,450.87,570.75,457.06
2018-4,388.35,332.05,698.48,586.43,216.22,238.54,447.53,317.77,358.12,351.35,332.22,259.84,209.94,310.68,310.05,262.89,154.39,243.9,341.89,289.99,356.78,364.98,748.38,38.28,152.42,72.91,330.54,369.82,319.06,423.61,480.77,436.97,384.06,,271.29,243.6,512.22,345.06,277.61,806.15,391.52,450.13,585.6,456.99
2018-5,394.19,334.67,713.37,586.43,227.24,251.99,450.71,325.46,362.1,353.57,332.05,262.53,213.83,314.64,314.5,265.23,154.78,244.91,342.91,296.08,367.32,370.59,748.38,37.73,153.65,73.67,333.1,370.61,319.09,425.28,508.84,442.84,391.02,,271.29,245.47,519.41,351.16,280.09,845.52,393.4,453.44,585.6,457.09
2018-6,419.13,339.15,715.38,586.43,224.64,249.08,454.04,335.04,366.33,355.71,336.4,270.73,222.45,321.35,317.33,268.88,157.0,246.23,345.02,307.72,373.29,378.55,748.38,38.25,162.27,75.97,336.58,365.7,320.54,426.82,551.75,445.82,399.81,,271.29,244.5,528.78,355.73,284.23,869.56,397.7,459.51,591.05,457.57
2018-7,417.28,345.69,788.8,586.43,217.32,243.16,459.33,341.6,371.72,357.87,341.01,278.34,225.29,327.51,321.83,276.54,157.72,248.3,357.21,312.05,376.72,381.55,748.38,39.51,160.75,76.39,340.16,372.1,323.03,432.7,578.74,452.22,407.84,,271.29,244.78,540.26,365.75,288.32,864.54,399.6,466.59,609.29,457.85
2018-8,417.28,348.91,799.34,588.44,213.49,240.74,464.09,357.88,375.77,383.95,363.45,292.05,233.96,336.96,331.81,284.67,159.03,250.95,358.79,330.34,394.14,386.36,561.28,40.9,164.64,79.64,350.09,382.64,327.87,444.63,588.58,455.45,411.83,,271.29,251.23,547.64,385.14,294.48,986.99,402.25,478.04,609.29,458.35
2018-9,444.58,364.56,806.07,588.44,222.3,249.01,468.29,408.66,378.01,417.14,400.0,336.9,270.94,367.82,364.35,306.21,162.61,256.78,367.2,375.35,418.92,407.01,561.28,43.13,164.64,92.32,407.08,412.36,332.64,490.71,565.4,468.5,413.66,,296.86,259.07,573.58,404.25,318.22,1075.8,427.44,499.7,609.29,461.09
2018-10,458.98,375.5,823.97,588.44,252.34,274.03,472.13,430.03,383.8,447.97,398.24,352.05,286.22,388.64,393.27,321.68,165.08,260.17,373.93,364.56,424.66,404.3,561.28,43.24,168.81,94.45,434.62,433.76,338.97,509.13,550.39,469.36,413.72,,296.86,257.78,586.24,392.91,337.41,1032.55,432.75,525.54,609.29,461.97
2018-11,455.31,375.66,841.11,588.44,258.36,280.42,475.07,434.86,386.49,448.24,367.71,353.28,275.88,396.15,405.73,327.36,166.54,261.14,376.04,316.8,417.51,398.47,561.28,41.94,168.88,88.51,442.87,439.29,343.19,511.55,517.19,469.35,413.66,,296.86,258.29,590.88,384.7,344.87,971.17,433.84,520.74,609.29,462.44
2018-12,460.64,374.92,856.77,588.44,246.28,275.0,477.48,436.82,384.72,445.91,367.01,352.02,275.16,400.84,406.23,330.32,168.07,261.89,379.76,313.82,394.28,399.96,523.86,41.72,168.88,89.05,445.27,435.27,342.29,507.35,514.06,469.77,413.74,,296.86,258.02,593.14,383.98,347.64,982.16,433.92,520.01,609.29,462.73
2019-1,492.36,375.64,919.72,588.44,224.46,261.54,483.82,438.43,365.41,414.79,368.01,351.56,277.64,403.61,403.5,334.74,169.03,273.06,405.57,311.52,398.01,403.35,561.28,41.41,170.86,89.53,454.62,440.21,347.4,510.18,606.51,469.59,412.62,,296.86,262.55,599.32,388.91,351.95,1006.04,436.18,538.78,658.86,561.95
2019-2,497.04,376.45,931.2,588.44,211.52,257.03,486.57,438.95,358.65,415.13,368.93,351.54,277.79,404.66,409.34,333.38,178.98,275.93,408.21,311.41,406.83,401.3,523.86,40.46,171.25,88.52,458.92,448.4,348.46,514.73,582.0,484.24,422.06,,296.86,263.04,605.2,389.65,349.39,1002.49,440.28,543.82,673.69,562.13
2019-3,509.94,376.84,932.07,588.44,211.72,261.13,489.21,438.76,358.12,416.25,370.31,350.36,279.21,405.65,408.0,334.27,196.59,277.22,410.01,307.04,421.34,401.07,561.28,39.71,171.48,87.27,466.61,456.57,352.51,504.77,593.72,495.66,432.07,,296.86,263.15,609.2,392.35,348.81,1019.78,444.11,552.15,673.69,562.31
2019-4,517.38,378.55,932.36,632.26,223.56,273.27,492.19,441.17,359.51,416.66,391.89,359.1,285.32,402.95,413.48,334.62,196.62,279.24,412.99,310.25,427.63,404.72,561.28,39.14,171.49,87.78,471.61,460.02,351.66,507.28,624.71,506.6,439.2,,296.86,265.47,615.0,401.32,354.36,1050.87,447.7,557.48,673.69,567.4
2019-5,510.45,383.52,933.13,693.56,233.67,280.8,496.11,447.19,354.02,418.03,373.71,356.17,283.25,406.97,414.04,336.18,197.0,278.97,413.21,321.85,432.46,408.74,561.28,38.88,171.94,88.67,476.2,457.17,350.93,511.02,692.06,516.07,447.85,,296.86,268.91,625.19,406.72,354.97,1093.05,451.36,561.94,673.69,567.73
2019-6,501.0,388.73,936.35,693.67,229.92,276.74,500.36,450.76,346.65,419.07,373.73,357.66,285.29,408.88,416.93,340.51,197.33,281.31,415.75,325.18,426.48,420.76,561.28,38.84,172.8,87.13,477.6,439.87,353.17,513.29,719.82,526.25,457.24,,296.86,275.41,639.4,427.22,365.13,1107.57,455.84,564.18,673.69,567.92
2019-7,494.02,400.41,1015.36,694.34,222.15,269.44,506.03,453.17,344.48,447.38,412.72,359.99,292.72,411.77,418.3,342.97,197.62,282.11,417.21,358.13,426.13,425.23,561.28,39.67,173.65,87.48,479.04,457.67,355.54,517.66,745.75,532.53,462.5,,296.86,279.97,648.52,433.04,367.18,1116.6,462.42,568.07,681.48,567.9
2019-8,489.45,405.66,1018.8,839.04,219.51,267.13,511.22,456.02,347.02,463.8,413.56,360.64,293.9,410.82,420.84,342.46,198.46,283.44,419.82,348.48,414.84,430.34,748.37,39.34,174.01,87.04,489.99,461.69,360.42,521.85,744.83,539.03,470.43,,332.12,282.32,652.82,438.65,363.88,1156.65,468.96,573.21,714.95,568.0
2019-9,485.14,418.58,1019.54,855.18,224.25,272.63,515.8,457.97,348.49,482.99,414.53,361.12,298.83,414.89,422.12,344.64,198.53,284.8,425.97,345.8,422.36,458.61,748.37,39.34,173.86,86.47,506.82,464.85,367.47,527.19,691.99,542.21,472.69,,333.4,293.45,659.45,459.62,372.34,1179.87,499.89,581.09,714.95,568.4
2019-10,493.61,420.46,1019.92,855.18,252.15,298.31,519.41,460.74,351.11,518.35,424.96,357.13,299.82,417.55,426.95,345.69,198.99,286.04,429.49,348.34,430.51,461.96,748.37,38.39,178.12,85.25,514.12,459.85,371.91,536.84,658.67,541.94,472.72,,333.4,299.38,664.38,455.1,372.77,1184.83,502.47,582.21,734.13,568.57
2019-11,494.72,421.06,1020.34,855.18,258.45,308.09,522.62,462.03,351.13,519.81,425.16,359.26,304.78,417.96,424.12,346.9,199.4,286.89,430.03,348.83,434.9,459.6,748.37,37.75,179.74,83.83,519.85,472.45,372.7,542.72,650.2,541.94,472.72,,333.4,303.9,666.31,442.13,374.3,1163.88,503.54,578.58,734.13,568.66
2019-12,510.17,422.61,1020.27,855.18,253.09,303.8,525.49,463.24,350.19,520.47,425.78,358.81,304.29,417.96,426.77,348.68,199.68,288.43,432.68,352.18,436.45,460.07,748.37,37.63,180.54,83.86,522.13,468.55,373.93,542.01,646.86,542.41,473.29,,333.4,305.45,669.67,441.01,373.72,1181.41,504.3,574.0,734.13,568.88
2020-1,535.37,426.48,1016.07,855.18,235.24,287.23,531.47,464.17,371.08,521.29,398.99,360.59,307.95,421.71,425.93,351.01,199.96,304.99,459.85,354.12,441.79,463.54,748.37,37.33,180.39,83.92,522.53,472.37,384.08,543.02,686.07,548.13,478.22,,333.4,306.02,678.8,447.78,379.38,1238.21,509.43,593.34,756.55,682.86
2020-2,548.59,428.25,1013.75,843.13,223.33,275.3,535.78,465.16,375.11,521.81,397.86,362.04,307.53,422.13,419.55,351.74,205.64,310.31,466.39,353.58,436.32,467.19,648.11,36.73,180.72,83.4,518.79,458.36,387.22,544.59,697.02,555.19,484.68,,333.4,308.42,685.05,448.59,376.81,1279.86,512.03,586.35,778.35,683.29
2020-3,559.4,435.54,1020.15,843.13,224.46,278.25,538.69,467.08,374.64,522.36,401.76,362.86,308.38,427.62,424.28,353.02,216.81,313.94,476.94,359.25,408.32,467.88,748.37,36.54,180.86,84.57,518.33,475.89,386.29,547.55,698.82,562.11,489.83,,333.4,308.81,692.56,446.1,379.04,1314.77,512.48,585.26,52.91,688.64
2020-4,573.63,445.49,1024.12,843.13,237.15,276.96,540.94,469.88,368.52,518.26,415.44,364.96,306.38,426.09,426.92,356.02,218.67,314.59,480.45,371.05,374.66,468.11,748.37,35.32,179.71,84.88,513.88,479.73,386.41,520.34,698.82,565.21,492.75,,333.4,308.81,693.71,445.34,384.89,1461.06,512.48,581.18,52.91,688.68
2020-5,574.56,451.48,1025.29,849.01,255.43,288.63,543.35,471.91,366.55,520.74,418.25,368.78,313.73,427.33,429.41,358.51,218.68,315.85,481.22,380.98,393.39,476.73,561.28,37.12,180.58,86.09,514.52,487.46,386.5,525.77,698.82,568.46,494.64,,333.4,308.81,695.16,444.82,390.16,1512.95,512.48,579.32,52.91,688.77
2020-6,564.56,452.62,1025.51,856.79,256.58,298.47,546.49,476.69,372.95,522.88,418.36,376.75,321.54,437.11,433.85,361.33,219.15,321.11,484.68,395.43,411.18,503.64,648.11,39.57,182.26,87.74,516.22,504.75,387.82,555.56,720.2,586.99,510.06,,333.4,309.64,716.86,448.96,400.01,1507.56,522.66,578.26,52.91,688.89
2020-7,556.86,451.85,1062.57,856.98,245.69,295.13,551.94,481.76,382.14,524.87,437.78,377.73,329.79,440.94,439.08,363.04,220.07,324.06,490.27,404.73,430.67,499.08,648.11,40.96,184.52,88.19,523.55,509.62,389.27,558.09,761.83,602.61,523.49,,333.4,313.91,724.76,457.98,402.79,1589.18,532.71,569.73,52.91,689.03
2020-8,556.13,454.64,1090.03,857.4,239.94,290.93,556.85,490.32,392.4,526.18,444.38,380.36,334.24,445.5,442.44,366.27,220.76,327.04,500.29,410.3,441.41,501.09,648.11,41.3,185.33,88.8,526.87,506.05,394.44,564.66,782.44,607.31,526.68,,333.4,315.4,735.34,467.96,405.94,1777.28,543.4,570.36,52.91,689.22
2020-9,559.43,461.51,1092.51,857.65,240.7,287.89,560.79,506.63,396.72,528.24,458.22,384.85,353.49,452.75,450.18,368.96,221.61,330.86,505.04,426.84,445.56,498.14,748.37,41.01,186.4,90.93,532.66,508.26,402.77,572.06,755.22,586.6,507.93,,354.87,322.29,741.44,468.51,408.83,1781.83,570.0,583.18,52.91,689.42
2020-10,576.87,470.17,1091.01,857.65,259.44,298.99,565.45,523.54,397.63,545.31,478.05,391.6,359.42,460.28,458.71,373.88,222.61,334.1,511.98,439.53,455.34,498.43,748.37,40.94,187.03,93.21,535.7,499.92,404.71,573.61,726.6,584.99,505.79,,354.31,331.38,747.19,469.87,412.07,1846.83,591.82,589.71,52.91,689.5
2020-11,602.24,474.72,1091.62,857.65,262.83,304.78,569.47,545.85,398.9,548.76,487.37,403.02,362.47,468.01,469.23,381.12,224.57,336.08,517.83,481.33,462.47,498.11,748.37,40.99,187.26,96.87,544.98,518.43,407.17,577.9,716.89,583.1,503.84,,353.56,334.46,757.37,468.14,420.7,1858.25,595.34,594.11,52.91,689.91
2020-12,618.29,477.87,1089.14,857.65,253.91,297.0,573.13,556.66,401.69,550.33,502.88,409.07,384.09,472.34,474.01,390.75,226.78,337.81,523.49,499.86,474.05,499.89,700.04,40.91,189.34,97.73,555.38,510.99,407.63,580.94,713.87,583.1,503.84,,353.56,333.44,762.51,464.81,422.96,1800.26,595.48,599.32,52.91,721.36
2021-1,634.06,485.16,1203.82,857.65,242.31,286.21,580.19,566.53,430.42,568.38,533.14,416.86,390.48,477.94,482.11,397.92,228.49,356.27,561.78,500.92,482.72,511.64,748.37,41.27,189.57,98.29,558.81,532.73,411.24,584.61,714.12,582.65,503.21,,353.56,334.78,774.67,469.72,436.57,1760.74,601.56,614.25,59.17,763.31
2021-2,651.2,488.65,1224.5,857.78,239.48,286.22,585.08,574.65,432.95,569.33,535.66,418.69,390.97,485.43,477.12,398.23,240.17,363.42,572.91,503.36,485.39,513.11,648.11,40.85,191.64,97.5,563.91,494.78,415.21,587.94,714.52,589.53,510.25,,353.56,335.27,785.62,469.88,426.7,1689.42,603.82,597.84,60.49,763.8
2021-3,658.96,489.55,1228.37,857.91,243.61,291.06,588.44,589.09,433.88,572.34,543.0,422.75,389.49,489.05,471.9,400.93,261.13,368.15,579.01,505.77,481.71,514.5,748.37,40.45,194.17,97.86,568.91,541.84,419.75,590.95,716.63,614.25,530.67,,353.56,340.57,806.62,477.75,436.71,1730.96,611.0,589.39,60.49,773.15
2021-4,673.24,497.24,1227.54,864.69,263.91,304.74,591.93,616.64,435.26,575.44,523.62,432.28,390.84,500.05,505.88,407.98,262.23,370.87,581.25,523.13,481.37,516.1,748.37,40.65,193.14,101.13,583.74,555.53,417.23,598.53,721.69,631.05,548.63,,353.56,341.67,817.48,484.53,442.11,1820.12,613.38,581.26,60.49,773.52
2021-5,674.45,506.8,1225.05,864.69,270.28,302.49,596.17,630.41,436.71,578.68,532.82,436.03,388.89,504.71,503.98,412.74,262.64,372.4,582.84,530.18,496.57,542.13,748.37,40.32,195.07,100.37,584.91,529.86,417.53,583.55,731.85,637.72,552.6,,353.56,343.49,826.01,482.95,443.79,1917.1,614.55,585.38,60.49,773.84
2021-6,679.72,518.18,1223.5,864.69,277.86,304.82,600.78,669.06,438.31,581.37,563.0,448.37,412.96,517.15,504.39,423.46,263.55,375.36,592.18,537.71,520.3,555.43,748.37,40.51,195.67,103.72,606.75,553.35,440.55,610.12,766.3,661.6,568.33,,353.56,347.66,856.69,508.47,460.0,1964.17,620.81,596.46,60.48,774.79
2021-7,699.08,527.12,1227.82,864.69,271.83,298.76,606.68,698.29,441.97,644.76,540.02,456.5,420.77,529.93,527.98,425.45,263.45,377.29,597.85,539.91,532.62,556.12,748.37,40.54,195.92,104.55,616.33,549.52,451.32,617.88,792.2,676.29,579.57,,353.56,352.82,878.87,531.38,464.42,1935.45,628.76,589.86,60.47,775.29
2021-8,721.97,536.86,1259.64,864.69,263.09,291.25,613.76,716.74,445.45,646.97,543.89,460.11,426.86,536.72,523.22,435.89,263.61,378.8,601.15,525.08,539.5,558.25,748.37,40.66,198.06,104.73,632.42,562.93,456.5,626.28,800.42,682.05,584.5,,353.56,353.34,898.18,548.97,477.62,1904.36,642.22,592.12,60.47,775.65
2021-9,724.36,552.5,1267.63,864.69,262.17,292.98,621.66,735.41,468.55,660.08,585.35,465.96,435.8,545.59,533.51,441.8,263.99,381.08,607.06,526.75,538.81,573.9,748.37,40.93,198.86,105.43,666.85,565.21,464.03,642.0,765.5,686.65,588.12,,419.73,363.83,916.37,574.76,485.52,1919.37,686.64,596.56,60.47,776.12
2021-10,738.1,565.29,1267.68,920.39,282.21,314.13,628.6,762.78,470.66,683.9,590.66,476.42,454.07,553.67,560.53,447.69,265.54,382.76,614.49,527.76,572.72,572.98,1010.3,41.23,199.71,108.39,683.2,540.99,469.74,646.8,741.5,686.65,588.23,,419.73,370.75,935.0,608.43,488.7,2011.68,689.13,617.32,60.47,776.25
2021-11,767.61,581.02,1273.25,920.39,286.17,323.11,636.01,832.49,474.74,710.05,621.33,503.04,462.3,570.12,592.67,460.33,267.09,385.61,624.8,556.01,628.18,576.48,1010.3,41.48,200.84,109.52,708.1,576.21,475.84,668.1,732.82,686.65,588.23,,419.73,374.14,974.62,623.24,500.64,2268.75,690.49,651.79,60.47,809.42
2021-12,894.57,627.52,1287.44,1030.44,309.09,338.51,643.07,990.06,482.14,738.56,728.21,593.38,569.27,639.87,656.9,499.61,277.49,397.52,650.18,785.99,768.81,609.83,1010.3,47.53,201.27,129.59,775.84,650.96,484.52,747.19,736.58,686.65,588.27,,419.73,379.69,1073.68,656.99,552.84,2799.74,693.54,821.79,60.47,852.01
2022-1,993.94,675.7,1729.43,1247.78,306.05,348.0,660.79,1102.5,539.39,1003.84,816.96,645.43,661.22,696.19,702.59,560.77,289.83,457.2,737.18,796.83,923.13,712.76,1010.3,48.25,206.12,144.8,844.15,710.28,516.01,816.32,740.99,692.69,593.82,,419.73,402.81,1165.48,706.83,611.72,2831.5,736.12,888.2,66.77,997.14
2022-2,1078.58,721.59,1842.65,1247.78,305.23,356.86,675.49,1161.97,555.02,1000.38,880.5,677.98,714.78,740.7,736.81,590.99,327.84,470.26,772.96,797.25,1001.07,753.62,1197.39,49.49,208.61,145.78,941.62,722.74,535.89,854.94,746.63,735.01,625.42,,419.73,414.31,1223.38,713.62,662.14,2933.26,770.83,963.04,77.87,999.25
2022-3,1130.68,743.94,1839.49,1300.55,309.52,368.38,686.71,1216.25,572.69,1008.15,911.21,710.06,728.01,775.05,764.56,614.91,368.03,477.64,797.05,856.34,1199.0,825.01,1197.39,53.15,213.1,145.47,1061.1,763.88,548.78,891.47,766.57,804.62,687.02,,419.73,423.0,1299.83,743.89,688.48,3191.99,788.96,1004.47,77.87,1001.23
